word,accent,infltype1,subtype
домыть,4,12,ы
домыться,4,12,ы
дорыть,4,12,ы
дорыться,4,12,ы
завыть,4,12,ы
закрыть,5,12,ы
закрыться,5,12,ы
замыть,4,12,ы
заныть,4,12,ы
зарыть,4,12,ы
зарыться,4,12,ы
изныть,4,12,ы
изрыть,4,12,ы
крыть,3,12,ы
крыться,3,12,ы
мыть,2,12,ы
мыться,2,12,ы
накрыть,5,12,ы
накрыться,5,12,ы
намыть,4,12,ы
намыться,4,12,ы
нарыть,4,12,ы
ныть,2,12,ы
обмыть,4,12,ы
обмыться,4,12,ы
обрыть,4,12,ы
обрыться,4,12,ы
омыть,3,12,ы
омыться,3,12,ы
отвыть,4,12,ы
открыть,5,12,ы
открыться,5,12,ы
отмыть,4,12,ы
отмыться,4,12,ы
отрыть,4,12,ы
отрыться,4,12,ы
перекрыть,7,12,ы
перемыть,6,12,ы
перемыться,6,12,ы
перерыть,6,12,ы
повыть,4,12,ы
подвыть,5,12,ы
подмыть,5,12,ы
подмыться,5,12,ы
подрыть,5,12,ы
подрыться,5,12,ы
покрыть,5,12,ы
покрыться,5,12,ы
помыть,4,12,ы
помыться,4,12,ы
поныть,4,12,ы
порыть,4,12,ы
порыться,4,12,ы
прикрыть,6,12,ы
прикрыться,6,12,ы
приоткрыть,8,12,ы
приоткрыться,8,12,ы
приумыть,6,12,ы
приуныть,6,12,ы
провыть,5,12,ы
прокрыть,6,12,ы
промыть,5,12,ы
промыться,5,12,ы
прорыть,5,12,ы
прорыться,5,12,ы
развыться,5,12,ы
размыть,5,12,ы
размыться,5,12,ы
разрыть,5,12,ы
раскрыть,6,12,ы
раскрыться,6,12,ы
рыть,2,12,ы
рыться,2,12,ы
скрыть,4,12,ы
скрыться,4,12,ы
смыть,3,12,ы
смыться,3,12,ы
сокрыть,5,12,ы
сокрыться,5,12,ы
срыть,3,12,ы
укрыть,4,12,ы
укрыться,4,12,ы
умыть,3,12,ы
умыться,3,12,ы
принакрыться,8,12,ы
взвыть,4,12,ы
взмыть,4,12,ы
взрыть,4,12,ы
врыть,3,12,ы
врыться,3,12,ы
вскрыть,5,12,ы
вскрыться,5,12,ы
выкрыть,2,12,ы
вымыть,2,12,ы
вымыться,2,12,ы
вырыть,2,12,ы
вырыться,2,12,ы
выть,2,12,ы
бежать,4,5,
бежать,4,5,
вбежать,5,5,
взбежать,6,5,
выбежать,2,5,
добежать,6,5,
забежать,6,5,
избежать,6,5,
набежать,6,5,
оббежать,6,5,
обежать,5,5,
отбежать,6,5,
перебежать,8,5,
побежать,6,5,
подбежать,7,5,
прибежать,7,5,
пробежать,7,5,
сбежать,5,5,
убежать,5,5,
сбежаться,5,5,
пробежаться,7,5,
разбежаться,7,5,
высыпать,2,6,
всыпать,3,6,
засыпать,4,6,
досыпать,4,6,
насыпать,4,6,
обсыпать,4,6,
осыпать,3,6,
отсыпать,4,6,
пересыпать,6,6,
подсыпать,5,6,
посыпать,4,6,
присыпать,5,6,
просыпать,5,6,
рассыпать,5,6,
ссыпать,3,6,
усыпать,3,6,
высыпаться,2,6,
просыпаться,5,6,
засыпаться,4,6,
насыпаться,4,6,
посыпаться,4,6,
посыпаться,4,6,
езжай,4,1,
поезжай,6,1,
ступай,5,1,
полезай,6,1,
аблактировать,7,2,
абонировать,5,2,
абонироваться,5,2,
абордировать,6,2,
абортировать,6,2,
абсолютизировать,10,2,
абсорбировать,7,2,
абстрагировать,8,2,
абстрагироваться,8,2,
авансировать,6,2,
авизировать,5,2,
авралить,4,4,
автоматизировать,10,2,
автоматизироваться,10,2,
авторизовать,10,2,
агитировать,5,2,
агломерировать,8,2,
агломерироваться,8,2,
агонизировать,7,2,
адаптировать,6,2,
адвербиализироваться,12,2,
адвокатствовать,6,2,
администрировать,10,2,
адоптировать,6,2,
адресовать,8,2,
адресоваться,8,2,
адсорбировать,7,2,
адъективироваться,9,2,
ажюстировать,6,2,
азартничать,3,1,
азотировать,5,2,
айкать,1,1,
айкнуть,1,3,
акать,1,1,
акклиматизировать,11,2,
акклиматизироваться,11,2,
аккомодировать,8,2,
аккомодироваться,8,2,
аккомпанировать,9,2,
аккредитовать,11,2,
аккумулировать,8,2,
аккумулироваться,8,2,
акробатничать,6,1,
акробатствовать,6,2,
активизировать,8,2,
активизироваться,8,2,
активировать,6,2,
актировать,4,2,
актуализировать,9,2,
актуализироваться,9,2,
акушерствовать,5,2,
акцентировать,7,2,
акцентуировать,8,2,
акцептовать,9,2,
алеть,3,1,
алеться,3,1,
алкать,4,6,
алкать,4,1,
амальгамировать,9,2,
американизировать,11,2,
американизироваться,11,2,
амикошонствовать,7,2,
аммонизировать,8,2,
амнистировать,7,2,
амортизировать,8,2,
амортизироваться,8,2,
ампутировать,6,2,
амуриться,3,4,
амурничать,3,1,
анализировать,7,2,
анатомировать,7,2,
ангажировать,6,2,
ангажироваться,6,2,
англизировать,7,2,
англизироваться,7,2,
анестезировать,8,2,
анкетировать,6,2,
аннексировать,7,2,
аннигилировать,8,2,
аннотировать,6,2,
аннулировать,6,2,
анодировать,5,2,
анонсировать,6,2,
антиципировать,8,2,
апеллировать,6,2,
аплодировать,6,2,
апперципировать,9,2,
аппретировать,7,2,
апробировать,6,2,
аранжировать,6,2,
аргументировать,9,2,
арендовать,8,2,
арестовать,8,2,
арестовывать,6,1,
арканить,4,4,
армировать,4,2,
артачиться,4,4,
артикулировать,8,2,
архаизировать,7,2,
архипастырствовать,6,2,
ассенизировать,8,2,
ассигновать,9,2,
ассигновывать,7,1,
ассимилировать,8,2,
ассимилироваться,8,2,
ассистировать,7,2,
ассоциировать,7,2,
ассоциироваться,7,2,
асфальтировать,8,2,
атаковать,7,2,
атаманить,5,4,
атаманствовать,5,2,
атрофировать,6,2,
атрофироваться,6,2,
аттестовать,9,2,
аттестоваться,9,2,
атукать,3,1,
атукнуть,3,3,
аукать,2,1,
аукаться,2,1,
аукнуть,2,3,
аукнуться,2,3,
афишировать,5,2,
аффектировать,7,2,
аффинировать,6,2,
ахать,1,1,
ахнуть,1,3,
аэрировать,4,2,
бабахать,4,1,
бабахаться,4,1,
бабахнуть,4,3,
бабахнуться,4,3,
бабиться,2,4,
бабничать,2,1,
багрить,2,4,
багрить,5,4,
багроветь,7,1,
багрянеть,7,1,
багрянить,7,4,
багряниться,5,4,
базарить,4,4,
базировать,4,2,
базироваться,4,2,
баклушничать,5,1,
бактеризовать,11,2,
балаболить,6,4,
балаганить,6,4,
балаганничать,6,1,
балагурить,6,4,
балакать,4,1,
баламутить,6,4,
балансировать,7,2,
балбесничать,5,1,
балластировать,8,2,
баллотировать,7,2,
баллотироваться,7,2,
баловать,6,2,
баловаться,6,2,
бальзамировать,8,2,
балясничать,4,1,
банить,2,4,
банкротиться,6,4,
барабанить,6,4,
барахлить,7,4,
барахтаться,4,1,
барражировать,7,2,
баррикадировать,9,2,
баррикадироваться,9,2,
барствовать,2,2,
барышничать,4,1,
басить,4,4,
бастовать,7,2,
батрачить,5,4,
бахать,2,1,
бахаться,2,1,
бахвалиться,5,4,
бахнуть,2,3,
бахнуться,2,3,
бацать,2,1,
бацаться,2,1,
бацнуть,2,3,
бацнуться,2,3,
баюкать,3,1,
баять,2,6,
бдеть,3,5,
бегать,2,1,
беднеть,5,1,
бедовать,6,2,
бедокурить,6,4,
бедствовать,2,2,
безбожничать,5,1,
бездействовать,5,2,
бездельничать,5,1,
беззаконничать,7,1,
безмолвствовать,5,2,
безобразить,7,4,
безобразничать,7,1,
безумствовать,4,2,
белеть,4,1,
белеться,4,1,
белить,4,4,
белить,4,4,
белиться,4,4,
белиться,4,4,
бередить,6,4,
беременеть,4,1,
беседовать,4,2,
бесить,4,4,
беситься,4,4,
бесноваться,7,2,
беспокоить,7,4,
беспокоиться,7,4,
беспризорничать,8,1,
беспутничать,5,1,
беспутствовать,5,2,
бесславить,6,4,
бесстыдничать,6,1,
бесстыдствовать,6,2,
бесчестить,5,4,
бесчинствовать,5,2,
бетонировать,6,2,
бешенствовать,2,2,
бибикать,4,1,
бивать,4,1,
бинтовать,7,2,
бинтоваться,7,2,
бисировать,4,2,
бить,2,11,
биться,2,11,
бичевать,6,2,
благовествовать,13,2,
благовестить,3,4,
благоволить,9,4,
благоговеть,9,1,
благодарить,9,4,
благодарствовать,7,2,
благоденствовать,7,2,
благодетельствовать,7,2,
благодушествовать,7,2,
благожелательствовать,9,2,
благоприятствовать,9,2,
благородить,7,4,
благословить,10,4,
благословиться,10,4,
благословлять,11,1,
благословляться,11,1,
благотворительствовать,10,2,
благотворить,10,4,
благоустраивать,10,1,
благоустраиваться,10,1,
благоустроить,10,4,
благоустроиться,10,4,
благоухать,8,1,
блаженствовать,5,2,
блажить,5,4,
блевать,5,2,
бледнеть,6,1,
бледнить,6,4,
блеснуть,6,3,
блестеть,6,5,
блефовать,7,2,
блеять,3,6,
